finding_id,run_id,matched_pair_id,repository,provider,model,path,start_line,end_line,category,severity,word_count,content_sha256,excerpt,has_suggestion,has_existing_code,duplicate_group,is_duplicate_or_rephrase,semantic_overlap_group,adjudication,usefulness,context_status,action_status,no_action_reason,action_evidence,source_path,source_sha256
QSC-024,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,scripts/tests/bun-test-manifest.test.ts,40,43,maintainability,low,78,2a0b0856705277dea46288c1f625f3424fee4e37803e60e25664be457c20782f,"The exclusion-list test hardcodes specific file names/patterns (`coreToolToggle.test.ts`, `useToolScheduler`) that are currently absent from the manifest. This tightly couples the test to the manifest's current shape, so any manifest update",no,yes,,no,,partial,low,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-025,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,test-setup/augment-bun-vi.ts,97,97,bug,high,66,e876c9535af1ae02871dcee4619c6be6a27ca86bb207e44414d5eb446c945bb0,"`resetModules` is a silent no-op. Tests relying on `vi.resetModules()` to clear the module cache between tests will silently leak module state, producing flaky or incorrect results. This contradicts the Vitest API contract where `resetModul",no,yes,,no,,valid,high,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-026,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,test-setup/augment-bun-vi.ts,116,117,bug,high,61,270fbdc777fc028f246fce99e5d914c0f24610ab9a9b667ab3961b13161973da,"`doUnmock` and `unmock` are silent no-ops. If tests call `vi.unmock()` or `vi.doUnmock()` to remove previously mocked modules, the mocks persist indefinitely, leading to mock pollution where tests pass or fail based on execution order. Sugg",no,yes,,no,,valid,high,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-027,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,test-setup/augment-bun-vi.ts,131,131,bug,high,59,2f46672d32ea8ecec2e173c650fd17e1da9b4989f60a4db85dfd9d7d69ca7d6f,"`mocks` is initialized as a static empty object `{}` and never populated. Tests or libraries that inspect `vi.mocks` to verify registered mocks, or that rely on it for cleanup/discovery, will see incorrect state, breaking introspection and ",no,yes,,no,,partial,medium,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-028,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,test-setup/augment-bun-vi.ts,28,35,bug,medium,84,010417b0dc9bf0b687d17c60b8c0c15d44a78552f39056b7d2211cfc0a461d65,"`importActual` registers a new `afterEach` handler on every invocation (lines 39-44). In tests that mock many modules via `vi.mock` with factories, this accumulates duplicate cleanup handlers. While `StubRegistry.restoreAll()` is idempotent",no,yes,,no,importActual-hook,valid,medium,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-029,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,test-setup/augment-bun-vi.ts,176,180,bug,medium,71,2f7a5efdea49bbf65e3c56c7f4587fd4465991898bfd4904b2fc4733839891e6,"When `Object.defineProperty` and direct assignment both fail to augment `bunVi` (lines 183-188), the error is silently swallowed. If Bun's `vi` object is non-configurable for certain properties in some Bun versions, the compatibility layer ",no,yes,,no,,partial,low,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-030,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,test-setup/stub-helpers.ts,71,76,bug,medium,91,291048394acc4c45c986bdce990a494257715384012f7dbdd3be1b4802089d13,"`restoreAll()` clears `this.snapshots` before checking for restoration errors. If any property restoration fails, the method throws an `AggregateError` but has already discarded all snapshot data. This prevents retrying failed restorations ",no,yes,,no,stub-restore-snapshot,valid,medium,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-031,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,test-setup/stub-helpers.ts,41,45,maintainability,low,59,3af65347c3018162ed799904d9d5d3f9f8e9ae281daeb1deb92c62406384c903,"The `stub()` method throws the same message, `'Cannot stub readonly property ${String(key)}'`, for two distinct cases: a non-writable data property and an accessor property with only a getter. While both are effectively read-only, conflatin",no,yes,,no,,invalid,low,grounded,no_direct_fix,invalid/unsupported,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QZJ-001,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/app_input/prs_orchestration.rs,431,434,bug,high,76,f2d2de207e25db567df8e308159abcdd580776029bdf21ffb794f4532593fa89,"`prepare_fresh_prompt_signature` hardcodes the agent instruction as `Read and work on the GitHub issue described in {prompt_relative_path}`. By calling it with `PR_PROMPT_RELATIVE_PATH`, this PR-send path hands the agent a prompt file for a",no,no,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-002,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/app_input/prs_orchestration.rs,431,434,bug,high,71,512d6c4cfb12ffc324bd664edbe3d3df1b4fcfa7df44745ae33208eff6bd9ee2,"`prepare_fresh_prompt_signature` hardcodes the instruction as `Read and work on the GitHub issue described in {prompt_relative_path}`, but it is reused for PR sends with `.jefe/pr-prompt.md`. The agent will be told to work on a ""GitHub issu",no,no,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-003,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/app_input/mod.rs,613,619,bug,medium,70,df062576603a250c7d7197e148d9bf90a36b6cc8753a31695dc03bdae3c0df9e,"`relaunch_preflight_passed` is used as a guard/boolean predicate (`if !relaunch_preflight_passed(...) { return; }`), but it now mutates `app_state` via `availability::local_kind_available_or_error`. This makes the check impure: calling a pr",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-004,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/domain/mod.rs,40,45,style,low,77,a224b5782eabc12c682298efaacbddf02d09d6dafab204e18d02ed01ad673624,"AgentKind::label() returns 'LLxprt' for the Llxprt variant, which is inconsistent with the snake_case convention used for CodePuppy ('code_puppy') and the serde serialized form ('llxprt'). This inconsistency may cause UI/UX confusion when l",yes,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-005,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/app_input/modal_handlers.rs,523,528,bug,medium,108,ffa08d460d015b49e63c2b0c93efd9916a92ab742c12f3f73110c3d53f46d76d,"AgentKind is mapped to a checkbox toggle event in `handle_form_space`, but it is a dropdown/select field (not a checkbox). This causes incorrect behavior when the user presses Space: instead of cycling through agent kind options, it toggles",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-006,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/app_input/modal_handlers.rs,456,459,maintainability,medium,97,7425e170c9b525ac52628acd3b3010fae606a5df9eb09d43b24c44c1aebeed28,`validate_form_kind_available` builds `RemoteRepositorySettings` with only `enabled: fields.remote_enabled` and defaults for every other field. The later `local_kind_available_or_error` call uses `signature.remote` from the submission snaps,no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-007,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/runtime/commands.rs,435,441,maintainability,medium,88,dfcedf2dbee1b4a98ae142fa9dff115bce4c12e01d1372bb91541553c6d82786,"`code_puppy_launch_args` tightly couples runtime command construction to the exact prompt text emitted by `prepare_fresh_prompt_signature` in `src/app_input/fresh_prompt.rs:34`. The instruction is matched by `flag.starts_with(""Read and work",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-008,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/runtime/commands.rs,347,364,maintainability,low,81,fc0ab1effb92e34844ea4fc88cb3371c96b8b42619cd94c963825c0796be50f7,"`resolve_remote_code_puppy_command` is misnamed: it suggests the function resolves the absolute path of the code-puppy binary, but it actually discards `command -v` output and always returns the hardcoded string `""code-puppy""`. The function",no,no,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-009,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/runtime/commands.rs,429,433,maintainability,low,92,57e0efac7a7ba18f1235be035b402aa9fe70fb8cf88344ca35c2a5e898d67a7e,"The comment above `code_puppy_launch_args` (lines 429-433) says the function extracts ""the first positional argument (an entry that does not start with `-`)"", but the implementation actually filters by a specific natural-language prefix (`s",no,no,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-010,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/state/form_ops_tests.rs,241,241,other,low,54,8257b3810c297423e4b122bc5176a3fdea2b3e2b2a2ac87ed1607f00e25c991a,"The comment on line 241 says `DefaultAgentKind → GitHubRepo`, which is factually incorrect. The code navigates from `RemoteEnabled` to `DefaultAgentKind` (the next field in sequence). This is a contract/intent mismatch — a future reader rel",yes,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-011,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/selection/form_content.rs,89,92,bug,medium,96,2812e956c1a6da4d134e8d878747c1eec3263530f6b2a3cb6080ed79b59d58ef,"When the agent kind is CodePuppy, llxprt-specific fields are hidden in the renderer, but the current diff does not sanitize the initial `focus`/`cursor` state when the form opens or when the kind changes. If focus starts on a now-hidden fie",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-012,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/app_init.rs,98,100,other,low,12,5416e84344de39be47e6d6285ab4ed7172450d930e229291850596a669ccc31a,"No correctness, security, or design issues were found in these two changes.",yes,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-013,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/ui/screens/new_repository.rs,150,154,bug,high,67,1d2917693497076510ff8499602bb533f49ab62960589dfddb677f2adf58d6ee,"The newly added `DefaultAgentKind` line shows the hint `space cycles: ...`, but `Space` does not cycle the installed agent kinds. In `handle_form_space`, repository fields are only toggled when `repository_focus_toggles_checkbox(focus)` is ",no,no,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-014,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/state/form_ops.rs,874,882,bug,high,82,e175593d15aeae592a2f8cbc0ce66864a3d5d685490095d77faacbb85e9b1884,"When editing an existing agent, `update_agent_from_fields` unconditionally overwrites `agent.mode_flags` based solely on whether `fields.mode` is empty. If `fields.mode` is blank for a non-Llxprt agent (e.g. `CodePuppy`), this sets `mode_fl",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-015,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/state/form_ops.rs,873,873,bug,medium,66,b4138ebfb9deedf6ebd80c8ab9bd3a32133154ec7a89388fa6ab2a213d795fa6,"Agent creation/update falls back to `AgentKind::default()` (`Llxprt`) when the form value is invalid, while the repository update path correctly preserves the existing `default_agent_kind` on parse failure (`unwrap_or(repo.default_agent_kin",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-016,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/app_input/availability.rs,54,72,test,medium,121,79583ecdf44f9d254491fe662e9fac2c3a627cf65fd170eb7ab814cdbb89d4e3,"The stateful wrapper `local_kind_available_or_error` (lines 52–67) is the primary interface used by form submissions and launch boundaries, yet it has no unit tests. This function performs state mutation (`state.error_message = Some(message",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-017,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/app_input/availability.rs,67,69,style,low,52,44cc253fde43cf3d71f48a8404da43d4626c332b02e34fb460f4704c7b4437ba,"The explicit `drop(state)` on line 65 is unnecessary. Rust automatically drops variables at the end of their scope, so this call has no effect. While harmless, it adds noise. If the intent was to emphasize that the write lock is released be",no,no,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-018,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/agent_detection.rs,70,75,maintainability,low,65,b2c563a6f99dbb2d52bc5a55bcb959744087435098a8dfaac5e17a2fb59f94e9,"The `make_executable` test helper silently discards errors from `std::fs::set_permissions`. If setting permissions fails (e.g., due to read-only temp directories or filesystem restrictions), the binary will not be executable, causing depend",no,no,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-019,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/agent_detection.rs,101,106,maintainability,low,58,caaf6208ed4a66e76eb5e35e85f73f81169627d58907aa7d902a60526b00d378,"Test cleanup via manual `std::fs::remove_dir_all(&dir)` at the end of each test is not panic-safe. If any assertion or setup step panics before reaching the cleanup line, the temporary directory is orphaned. Over time, this accumulates junk",no,no,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-020,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/app_input/fresh_prompt.rs,33,34,bug,high,119,348185c4100f23d7b805d1758e882d9664b7a33000fef7df511bc9ec391e9560,"The shared `prepare_fresh_prompt_signature` hardcodes the instruction text to 'Read and work on the GitHub **issue** described in {prompt_relative_path}', but this function is now called by both the issue-send and PR-send paths. The PR-send",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-021,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/app_input/fresh_prompt.rs,86,95,bug,low,64,f272b20b78769dd96e5bfb76f3eed41cce06f8e79936cd0c317f7f11e494e219,"The test `code_puppy_appends_only_positional_instruction` uses a PR-specific prompt path (`.jefe/pr-prompt.md`) but asserts the instruction text contains 'GitHub issue'. This encodes the semantic bug into the test suite, preventing the test",yes,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-022,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/state/form_projection.rs,160,167,maintainability,medium,49,cc033378a5bc8106538094a6d03e77d179a960f43341538829b7d9ed06a982e9,"The comment in this test says the next visible focus from `Profile` should ""land on Shortcut"", but the assertion checks `F::AgentKind`. Based on `AgentFormFocus::next()`, `Profile` advances to `AgentKind` next, which is visible for `CodePup",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-023,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/state/form_projection.rs,55,57,maintainability,low,55,0e247d3803499800b7e43ce22de5b1dddfc4292a02f2b3d3706e6c7ffafb6208,"`kind_from_form_value` silently falls back to `AgentKind::default()` (`Llxprt`) for any malformed form value via `unwrap_or_default()`. This makes it impossible for callers to distinguish an explicit `Llxprt` selection from bad input (e.g.,",no,no,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-024,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/ui/screens/new_agent.rs,204,225,bug,high,82,13b3334a73bacb5d5bb86921047035cecaca3b04b5c879f712cccb8a76b5c846,"`handle_form_space` toggles `PassContinue`, `Sandbox`, or cycles `SandboxEngine` based purely on the current `AgentFormFocus`, without checking whether the focused field is actually visible for the selected agent kind. If `agent_kind` chang",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-025,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/ui/screens/new_agent.rs,247,278,bug,high,43,4a657915f573418691c0a7b01941581abbcea7d6f5908defd53928037d138ba1,"`cycle_sandbox_engine` also ignores visibility and mutates the hidden `sandbox_engine` field whenever focus happens to be on `SandboxEngine`, even if the user is currently viewing a non-LLXPRT agent form. Add an early return when visibility",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-026,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/ui/screens/new_agent.rs,68,69,bug,high,91,c86e6886a3670bd436ce39d9cbc979befd612ebe7e4571f67a89a68fbd93050a,"The render path filters out LLxprt-only fields when `visibility` hides them, but it never validates whether `focus` itself is still on a visible field. If some state transition leaves `focus` pointing at a now-hidden variant such as `Sandbo",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZJ-027,QZJ,,vybestack/llxprt-jefe,Z.ai,GLM-5.2,src/ui/screens/new_agent.rs,304,304,maintainability,low,67,42570e8e3387142345da57e0c45d6564a470e222a104966e50ad90564f1d1d5e,"The comment `// Content line 13: blank, line 14: hints.` hardcodes absolute line indices that no longer hold because the number of rendered control lines now varies with `visibility`. When LLxprt fields are hidden, the blank line and hints ",yes,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue184_review.log,1ad1566673da5974549108bc09ca3cd66e2277dce68eecf05c73da84d77d314d
QZL-001,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/daemon/scheduler.rs,532,536,bug,high,65,dfb498c0a219f240e1e2d3bf57f7968b0e136d0a18eb706ad35560fab7d65f78,Converting `PollApplyError::Persistence(e)` to `rusqlite::Error::ToSqlConversionFailure` is semantically incorrect and harms debuggability. `ToSqlConversionFailure` is specifically for failures converting Rust values to SQLite parameters; w,yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-002,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/daemon/poller/tests.rs,589,600,bug,medium,64,8cae7ef95059c18724e1cf5fbeb06bf564c87c2b8e0594d2384fc62ae6cf4797,`still_waiting_rolls_back_when_lease_already_ready` does not assert that the `wait_states` row survives the rolled-back transaction. The two sibling race tests (`ready_decision_rolls_back_when_lease_already_terminal` and `terminal_failure_r,no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-003,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/daemon/poller/tests.rs,364,369,bug,medium,94,9ea02225e2c95d11146e562f620577518ca47de89f3d4e31c24dbb28af182e2d,"This test uses `ScriptedPrCheckRunner::new(Vec::new())`, but `GithubCommandRunner::run` no longer panics when responses are exhausted; it now returns `GithubError::CommandFailed`. As written, `poller.poll(&record)` is expected to produce `S",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-004,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/daemon/scheduler/tests.rs,394,397,bug,high,68,798c1c1137139c69a5d206ad5314e47e8465b23f84397e3f9a32b4faefd70668,`ScriptedPoller::poll` unconditionally calls `queue.remove(0)` without checking whether the classifications vector is empty. If the scheduler invokes `poll` more times than classifications were provided—possible if scheduler logic changes o,yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-005,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/daemon/poller/apply.rs,237,239,bug,high,67,c053d829bb9f8db6310e3684e69383a9b6c3c369cb89c55365b2e5fc0cc392d7,"`persistence_to_sqlite` converts `PersistenceError` into `rusqlite::Error::ToSqlConversionFailure`, which means all persistence-layer failures (artifact I/O, checkpoint failures) are reported as `PollApplyError::Sqlite` instead of `PollAppl",no,no,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-006,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/daemon/poller/apply.rs,82,85,bug,medium,73,d7d25eb9ad4d1489162aae6cc6722417cdbee398853f06d023e112ab44f61060,"If `decision.observed_state` is not a JSON object (e.g. a string, number, array, or null), the assignment `decision.observed_state[""artifact_error""] = json!(...)` silently replaces the entire value with a new object `{""artifact_error"": ""...",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-007,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/daemon/poller/apply.rs,245,255,bug,low,78,a3cf570b2b75d95e4aeab3c1568dcc3c46975a89e4591289297d00951af43a82,"When `get_run_with_conn` returns `None`, the run record is missing entirely, but the code returns `PollApplyError::WaitStateConcurrentTransition`, which is documented and handled as a wait-state concurrency error. This mismatch between the ",no,no,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-008,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/daemon/scheduler/tests.rs,374,379,test,medium,63,939cac4017d669c3b0d6af372407e5d7f217f6ea3d6729fed7fd3163cf84ec1f,"This test asserts `start.elapsed() < Duration::from_secs(1)` after `sleep_with_shutdown(300, &shutdown)`, but the implementation only checks `shutdown` every 200ms. Under heavy CI/system load, thread scheduling can delay the early-return pa",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-009,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/daemon/scheduler.rs,337,340,bug,high,72,a9fab73d77e3585fa029b3559bb779836d7bb237d68a50a1c375b296f5c85e3b,"Moving the tests from an inline `#[cfg(test)]` module to a submodule file breaks Rust's visibility rules. Inline test modules can access private items from their parent module, but submodules defined in separate files cannot. The tests rely",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-010,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/daemon/poller.rs,917,930,bug,medium,94,c06b093e72d67dcf381a30fcd1adc2b089736a28519b10e11cfe781152da86e4,`mark_run_status` now returns `PollApplyError::WaitStateConcurrentTransition` when the run metadata is missing. The scheduler treats this as a concurrent transition and silently skips the wait state. This conflates two distinct conditions: ,yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
